ddate,open,hgih,low,close
2012/2/23,1794.348,1805.671,1791.187,1799.644
2012/2/24,1801.39,1827.039,1797.048,1826.716
2012/2/27,1833.444,1851.357,1828.038,1828.408
2012/2/28,1826.898,1843.958,1826.098,1839.055
2012/2/29,1835.773,1841.565,1819.826,1822.769
2012/3/1,1814.317,1827.66,1813.447,1818.279
2012/3/2,1821.039,1844.077,1821.039,1843.848
2012/3/5,1847.454,1850.252,1826.776,1827.938
2012/3/6,1822.521,1824.352,1792.783,1794.264
2012/3/7,1777.843,1793.728,1774.508,1776.363
2012/3/8,1782.695,1804.909,1782.695,1798.1
2012/3/9,1803.912,1811.938,1794.34,1811.486
2012/3/12,1810.095,1810.59,1785.97,1796.937
2012/3/13,1795.679,1814.132,1793.887,1813.201
2012/3/14,1823.115,1831.856,1770.505,1776.407
2012/3/15,1774.556,1783.136,1759.092,1760.476
2012/3/16,1764.762,1781.209,1754.057,1780.076
2012/3/19,1775.961,1781.077,1760.343,1778.981
2012/3/20,1774.986,1775.94,1754.809,1755.725
2012/3/21,1765.73,1775.228,1750.081,1758.624
2012/3/22,1759.319,1770.415,1749.129,1760.335
2012/3/23,1756.194,1760.253,1741.53,1747.916
2012/3/26,1747.851,1754.803,1741.002,1749.888
2012/3/27,1756.995,1760.75,1745.8,1749.185
2012/3/28,1743.41,1746.404,1706.255,1708.853
2012/3/29,1702.058,1709.712,1681.971,1688.09
2012/3/30,1693.648,1706.008,1690.267,1705.633
2012/4/5,1698.744,1739.444,1691.478,1735.283
2012/4/6,1732.512,1739.888,1726.501,1737.512
2012/4/9,1730.45,1735.057,1719.458,1721.426
2012/4/10,1719.577,1737.241,1702.949,1736.24
2012/4/11,1721.187,1748.298,1718.08,1734.594
2012/4/12,1736.675,1771.924,1731.766,1770.947
2012/4/13,1771.304,1785.453,1769.57,1777.068
2012/4/16,1767.667,1778.516,1764.811,1770.679
2012/4/17,1769.463,1773.547,1748.765,1749.4
2012/4/18,1754.76,1791.228,1752.374,1789.627
2012/4/19,1788.746,1797.408,1784.519,1791.382
2012/4/20,1788.016,1816.364,1786.633,1815.882
2012/4/23,1812.933,1819.785,1796.101,1799.907
2012/4/24,1795.802,1832.84,1784.257,1808.859
2012/4/25,1805.498,1823.652,1802.381,1819.217
2012/4/26,1825.041,1829.718,1813.499,1822.206
2012/4/27,1823.366,1831.552,1820.95,1822.542
2012/5/2,1846.864,1874.101,1836.271,1862.755
2012/5/3,1860.536,1868.413,1854.582,1864.295
2012/5/4,1862.311,1877.425,1852.618,1876.658
2012/5/7,1864.382,1871.391,1852.461,1866.619
2012/5/8,1865.858,1866.441,1844.967,1862.401
2012/5/9,1846.72,1847.772,1828.731,1830.132
2012/5/10,1829.752,1835.282,1822.482,1829.607
2012/5/11,1826.036,1834.588,1814.866,1815.732
2012/5/14,1827.51,1829.482,1798.291,1800.503
2012/5/15,1790.717,1802.096,1786.576,1801.064
2012/5/16,1796.127,1797.587,1772.728,1774.243
2012/5/17,1776.72,1805.69,1772.019,1801.11
2012/5/18,1788.264,1790.921,1771.279,1775.572
2012/5/21,1775.287,1795.958,1771.282,1784.943
2012/5/22,1792.752,1811.515,1791.025,1810.411
2012/5/23,1806.791,1815.962,1791.61,1801.466
2012/5/24,1800.275,1812.568,1784.939,1789.434
2012/5/25,1790.45,1795.203,1770.829,1776.376
2012/5/28,1771.693,1801.371,1763.692,1800.913
2012/5/29,1800.683,1827.627,1797.641,1824.429
2012/5/30,1821.654,1825.148,1813.437,1818.385
2012/5/31,1803.241,1813.363,1798.439,1804.593
2012/6/1,1806.479,1820.167,1803.066,1808.527
2012/6/4,1790.693,1791.608,1760.069,1760.955
2012/6/5,1765.672,1772.383,1755.529,1763.7
2012/6/6,1768.017,1776.584,1762.465,1768.575
2012/6/7,1780.198,1782.693,1754.179,1757.766
2012/6/8,1766.052,1766.052,1736.083,1738.587
2012/6/11,1741.185,1762.714,1737.559,1756.031
2012/6/12,1746.588,1753.131,1734.806,1745.454
2012/6/13,1750.515,1772.57,1744.267,1771.422
2012/6/14,1764.888,1769.955,1754.281,1756.301
2012/6/15,1760.998,1775.573,1750.388,1769.492
2012/6/18,1778.092,1785.775,1770.563,1776.244
2012/6/19,1774.267,1775.846,1763.777,1764.881
2012/6/20,1767.054,1775.338,1761.423,1763.631
2012/6/21,1760.411,1760.411,1730.209,1735.336
2012/6/25,1729.099,1729.46,1702.714,1704.567
2012/6/26,1692.485,1708.414,1689.991,1700.499
2012/6/27,1698.859,1708.827,1692.045,1695.031
2012/6/28,1697.4,1702.373,1680.444,1681.384
2012/6/29,1677.381,1710.45,1675.517,1708.856
2012/7/2,1715.957,1716.153,1697.338,1706.168
2012/7/3,1705.822,1723.068,1699.305,1710.412
2012/7/4,1715.338,1721.18,1706.478,1712.937
2012/7/5,1702.626,1703.609,1686.191,1695.356
2012/7/6,1692.289,1715.988,1681.039,1711.579
2012/7/9,1699.414,1708.194,1666.214,1668.022
2012/7/10,1666.223,1679.407,1661.287,1664.424
2012/7/11,1661.143,1674.976,1658.793,1672.252
2012/7/12,1668.908,1690.422,1651.252,1680.05
2012/7/13,1674.051,1698.389,1672.873,1685.019
2012/7/16,1688.775,1688.775,1656.83,1657.623
2012/7/17,1653.74,1676.747,1653.02,1669.706
2012/7/18,1669.778,1673.538,1642.122,1665.865
2012/7/19,1660.557,1687.454,1656.743,1674.268
2012/7/20,1669.587,1673.136,1653.441,1658.3
2012/7/23,1646.758,1646.758,1624.327,1629.065
2012/7/24,1621.3,1644.454,1620.931,1632.952
2012/7/25,1628.635,1639.941,1626.044,1627.959
2012/7/26,1628.718,1640.974,1622.553,1624.464
2012/7/27,1630.281,1642.069,1625.026,1630.31
2012/7/30,1633.479,1645.333,1622.688,1625.636
2012/7/31,1628.017,1643.574,1627.863,1631.885
2012/8/1,1633.384,1651.973,1632.94,1645.616
2012/8/2,1641.832,1645.964,1627.549,1634.553
2012/8/3,1637.808,1642.17,1628.482,1641.599
2012/8/6,1639.757,1661.2,1638.1,1658.371
2012/8/7,1657.163,1662.493,1653.015,1657.911
2012/8/8,1659.47,1671.489,1657.285,1662.768
2012/8/9,1662.063,1673.085,1652.979,1671.954
2012/8/10,1670.576,1675.52,1663.607,1665.175
2012/8/13,1661.599,1661.599,1630.205,1632.001
2012/8/14,1633.077,1636.188,1616.375,1633.143
2012/8/15,1628.572,1630.415,1609.168,1610.413
2012/8/16,1608.94,1614.014,1603.957,1605.276
2012/8/17,1604.711,1609.677,1595.242,1606.003
2012/8/20,1594.055,1599.465,1582.714,1596.195
2012/8/21,1596.521,1609.992,1592.037,1598.5
2012/8/22,1600.108,1602.095,1583.404,1591.334
2012/8/23,1593.217,1602.501,1585.782,1596.574
2012/8/24,1594.819,1598.07,1586.293,1588.111
2012/8/27,1583.914,1583.914,1556.528,1557.165
2012/8/28,1558.169,1578.221,1555.441,1570.44
2012/8/29,1565.278,1569.71,1553.544,1554.403
2012/8/30,1542.238,1564.625,1542.238,1560.286
2012/8/31,1556.008,1564.692,1549.896,1551.199
2012/9/3,1547.767,1567.234,1545.601,1560.08
2012/9/4,1566.23,1567.496,1543.56,1548.042
2012/9/5,1544.47,1548.342,1531.106,1537.531
2012/9/6,1540.347,1551.574,1535.971,1550.971
2012/9/7,1561.359,1634.693,1561.359,1619.213
2012/9/10,1620.36,1628.643,1612.572,1620.027
2012/9/11,1613.245,1613.245,1593.362,1605.073
2012/9/12,1615.133,1623.892,1595.533,1607.989
2012/9/13,1605.773,1611.076,1597.012,1597.16
2012/9/14,1616.007,1625.996,1604.173,1614.7
2012/9/17,1612.55,1615.215,1581.296,1582.095
2012/9/18,1574.295,1576.956,1560.71,1564.982
2012/9/19,1565.236,1571.683,1558.043,1569.069
2012/9/20,1562.769,1562.769,1539.221,1540.956
2012/9/21,1537.116,1557.255,1535.61,1545.964
2012/9/24,1534.649,1560.238,1528.579,1553.973
2012/9/25,1550.178,1560.985,1547.58,1553.701
2012/9/26,1551.426,1557.154,1536.957,1541.14
2012/9/27,1541.55,1600.04,1541.185,1587.956
2012/9/28,1576.274,1616.384,1575.183,1613.092
2012/10/8,1611.638,1623.086,1588.002,1596.144
2012/10/9,1605.172,1635.461,1605.172,1627.657
2012/10/10,1623.283,1627.383,1614.634,1625.328
2012/10/11,1619.834,1624.714,1609.892,1615.747
2012/10/12,1621.826,1636.412,1608.228,1618.659
2012/10/15,1620.048,1622.43,1603.275,1612.955
2012/10/16,1611.264,1624.476,1606.906,1614.138
2012/10/17,1619.622,1624.299,1603.346,1617.664
2012/10/18,1621.054,1643.479,1619.615,1639.667
2012/10/19,1637.915,1643.22,1635.1,1637.765
2012/10/22,1628.185,1648.079,1625.239,1643.342
2012/10/23,1642.835,1646.367,1624.221,1625.81
2012/10/24,1619.95,1631.773,1618.753,1623.641
2012/10/25,1622.793,1632.42,1611.113,1612.947
2012/10/26,1614.417,1616.353,1577.72,1584.697
2012/10/29,1581.232,1583.684,1566.95,1571.525
2012/10/30,1572.547,1586.681,1568.459,1576.321
2012/10/31,1578.468,1588.725,1573.187,1587.052
2012/11/1,1589.298,1625.779,1589.137,1617.732
2012/11/2,1617.323,1628.832,1609.384,1626.607
2012/11/5,1623.757,1634.794,1615.376,1624.709
2012/11/6,1625.41,1627.154,1597.75,1619.739
2012/11/7,1617.211,1626.208,1608.793,1617.834
2012/11/8,1604.95,1609.686,1590.913,1591.615
2012/11/9,1589.523,1598.707,1587.789,1591.852
2012/11/12,1592.856,1601.291,1587.172,1600.878
2012/11/13,1600.3,1600.3,1571.627,1575.259
2012/11/14,1575.834,1585.691,1571.552,1581.946
2012/11/15,1573.59,1579.639,1563.282,1563.698
2012/11/16,1560.815,1562.556,1542.532,1551.558
2012/11/19,1550.248,1551.585,1533.513,1550.891
2012/11/20,1554.808,1557.085,1539.378,1540.488
2012/11/21,1539.892,1563.804,1534.321,1562.974
2012/11/22,1553.972,1557.222,1547.635,1554.754
2012/11/23,1559.713,1574.484,1555.157,1568.753
2012/11/26,1565.644,1569.359,1557.748,1563.198
2012/11/27,1559.461,1563.835,1551.56,1552.92
2012/11/28,1547.246,1549.345,1538.773,1542.074
2012/11/29,1541.841,1549.163,1530.572,1532.921
2012/11/30,1531.598,1550.111,1529.033,1547.759
2012/12/3,1544.589,1557.652,1531.584,1532.176
2012/12/4,1529.333,1550.273,1528.28,1545.954
2012/12/5,1544.57,1608.112,1543.262,1601.736
2012/12/6,1599.528,1608.437,1590.039,1600.415
2012/12/7,1602.297,1637.544,1599.669,1634.919
2012/12/10,1642.078,1659.269,1640.562,1653.284
2012/12/11,1648.063,1657.647,1642.941,1645.009
2012/12/12,1645.627,1659.662,1642.792,1657.128
2012/12/13,1651.668,1654.785,1634.634,1635.626
2012/12/14,1637.611,1728.822,1637.611,1728.061
2012/12/17,1732.902,1750.1,1732.64,1738.852
2012/12/18,1734.95,1768.368,1725.564,1744.854
2012/12/19,1740.277,1759.72,1736.468,1744.018
2012/12/20,1735.798,1757.801,1725.852,1751.936
2012/12/21,1753.248,1769.77,1732.987,1737.989
2012/12/24,1733.406,1759.674,1731.843,1746.438
2012/12/25,1739.741,1808.343,1734.599,1798.882
2012/12/26,1796.605,1806.085,1792.855,1800.564
2012/12/27,1805.828,1816.904,1785.863,1786.779
2012/12/28,1789.689,1819.651,1789.422,1817.852
2012/12/31,1821.98,1858.32,1821.98,1857.68
2013/1/4,1885.964,1899.88,1849.779,1870.5
2013/1/7,1865.058,1892.13,1857.276,1880.262
2013/1/8,1879.848,1883.142,1846.29,1857.688
2013/1/9,1851.607,1861.374,1839.011,1855.342
2013/1/10,1854.987,1875.581,1843.345,1855.487
2013/1/11,1857.765,1863.27,1810.836,1818.984
2013/1/14,1811.315,1900.41,1811.066,1893.1
2013/1/15,1892.506,1907.652,1889.686,1900.051
2013/1/16,1895.231,1898.234,1851.33,1877
2013/1/17,1871.639,1872.149,1844.452,1854.936
2013/1/18,1867.763,1897.607,1854.656,1886.794
2013/1/21,1890.85,1899.002,1871.67,1898.438
2013/1/22,1895.004,1917.459,1878.45,1898.502
2013/1/23,1890.693,1911.196,1885.268,1910.135
2013/1/24,1909.92,1961.979,1885.459,1900.176
2013/1/25,1898.281,1905.38,1881.131,1886.454
2013/1/28,1890.885,1958.196,1890.885,1957.395
2013/1/29,1959.798,1993.195,1950.483,1982.623
2013/1/30,1984.916,1991.659,1969.775,1989.315
2013/1/31,1992.479,2000.649,1976.703,1993.252
2013/2/1,1984.965,2058.052,1979.099,2055.724
2013/2/4,2068.022,2087.931,2050.688,2065.394
2013/2/5,2044.162,2076.932,2035.369,2068.952
2013/2/6,2069.341,2088.446,2063.988,2078.494
2013/2/7,2074.48,2077.484,2014.752,2048.575
2013/2/8,2044.141,2061.012,2022.892,2042.422
2013/2/18,2051.922,2055.411,2013.217,2014.577
2013/2/19,2011.386,2018.906,1971.428,1981.074
2013/2/20,1982.434,1984.325,1948.699,1978.303
2013/2/21,1955.167,1955.167,1876.324,1897.896
2013/2/22,1895.429,1902.661,1878.342,1883.475
2013/2/25,1893.442,1912.032,1879.841,1890.765
2013/2/26,1874.047,1916.764,1863.011,1865.129
2013/2/27,1871.435,1907.203,1869.511,1889.476
2013/2/28,1906.125,1957.488,1886.741,1956.606
2013/3/1,1955.728,1963.597,1911.657,1944.423
2013/3/4,1904.43,1904.951,1828.549,1841.624
2013/3/5,1844.287,1917.181,1843.159,1916.709
2013/3/6,1925.519,1943.926,1907.623,1933.699
2013/3/7,1922.929,1937.946,1881.669,1902.374
2013/3/8,1906.355,1917.049,1889.377,1901.481
2013/3/11,1895.046,1899.309,1867.366,1879.818
2013/3/12,1878.536,1900.357,1837.83,1854.618
2013/3/13,1853.016,1860.06,1827.646,1835.612
2013/3/14,1830.713,1850.43,1824.131,1838.358
2013/3/15,1835.61,1894.248,1815.366,1841.32
2013/3/18,1829.393,1841.906,1809.439,1811.239
2013/3/19,1813.322,1836.033,1805.557,1830.959
2013/3/20,1833.358,1905.895,1833.358,1905.765
2013/3/21,1906.848,1912.961,1890.54,1902.295
2013/3/22,1900.149,1913.266,1893.169,1904.462
2013/3/25,1913.791,1927.371,1898.27,1901.932
2013/3/26,1891.314,1894.661,1852.156,1861.259
2013/3/27,1863.515,1891.276,1854.822,1868.44
2013/3/28,1816.85,1816.85,1782.235,1791.643
2013/3/29,1791.572,1797.376,1774.924,1793.194
2013/4/1,1781.793,1796.293,1779.1,1784.071
2013/4/2,1785.568,1805.739,1771.37,1783.217
2013/4/3,1787.981,1805.007,1782.785,1789.666
2013/4/8,1755.763,1775.338,1747.66,1773.103
2013/4/9,1776.828,1800.57,1776.828,1788.633
2013/4/10,1787.74,1794.221,1775.611,1787.928
2013/4/11,1802.507,1808.285,1782.897,1784.128
2013/4/12,1783.091,1794.335,1773.5,1774.505
2013/4/15,1768.206,1777.135,1754.7,1759.802
2013/4/16,1746.314,1774.071,1739.218,1772.643
2013/4/17,1769.811,1774.493,1747.413,1761.617
2013/4/18,1745.942,1772.611,1740.26,1768.15
2013/4/19,1772.641,1836.611,1771.5,1827.983
2013/4/22,1820.027,1830.994,1814.867,1823.947
2013/4/23,1828.09,1828.09,1759.415,1760.677
2013/4/24,1764.029,1809.126,1755.439,1793.885
2013/4/25,1786.862,1800.561,1762.172,1778.294
2013/4/26,1786.638,1793.946,1760.223,1766.037
2013/5/2,1758.379,1766.141,1745.571,1763.05
2013/5/3,1770.686,1821.379,1770.322,1795.489
2013/5/6,1804.889,1826.192,1801.364,1816.598
2013/5/7,1812.033,1824.511,1800.268,1817.925
2013/5/8,1826.432,1842.126,1814.956,1824.377
2013/5/9,1825.384,1826.969,1794.421,1807.862
2013/5/10,1804.175,1823.471,1798.986,1819.117
2013/5/13,1819.556,1823.036,1800.306,1810.724
2013/5/14,1806.175,1807.035,1776.695,1785.575
2013/5/15,1787.836,1795.38,1781.219,1789.431
2013/5/16,1785.709,1822.674,1770.406,1821.453
2013/5/17,1819.516,1849.875,1810.316,1843.809
2013/5/20,1848.324,1877.27,1841.415,1861.252
2013/5/21,1858.141,1863.026,1840.2,1851.084
2013/5/22,1850.747,1862.734,1847.466,1858.198
2013/5/23,1849.256,1855.027,1822.374,1823.737
2013/5/24,1831.716,1842.863,1814.569,1829.141
2013/5/27,1825.225,1838.85,1821.157,1827.263
2013/5/28,1827.604,1870.251,1821.239,1870.094
2013/5/29,1873.085,1882.751,1860.402,1861.702
2013/5/30,1855.758,1866.896,1848.555,1855.456
2013/5/31,1859.238,1865.552,1839.348,1841.366
2013/6/3,1840.4,1854.38,1833.842,1838.64
2013/6/4,1837.637,1837.637,1815.686,1819.503
2013/6/5,1818.811,1820.118,1799.744,1806.821
2013/6/6,1801.491,1803.814,1782.478,1784.702
2013/6/7,1783.856,1793.129,1755.599,1760.224
2013/6/13,1733.142,1733.142,1679.664,1700.802
2013/6/14,1703.08,1706.964,1692.312,1704.147
2013/6/17,1709.478,1712.939,1689.492,1692.476
2013/6/18,1701.23,1711.055,1690.117,1704.222
2013/6/19,1697.599,1697.599,1668.07,1687.613
2013/6/20,1677.931,1677.931,1629.753,1631.554
2013/6/21,1606.971,1645.929,1598.468,1633.164
2013/6/24,1625.445,1625.445,1524.28,1525.166
2013/6/25,1508.515,1529.376,1422.984,1526.803
2013/6/26,1529.052,1529.052,1487.309,1509.682
2013/6/27,1511.491,1530.156,1498.277,1512.204
2013/6/28,1504.426,1562.387,1497.437,1552.383
2013/7/1,1539.778,1551.115,1520.697,1549.374
2013/7/2,1546.854,1551.269,1519.441,1541.341
2013/7/3,1530.659,1530.659,1501.083,1522.911
2013/7/4,1511.516,1550.081,1503.454,1535.321
2013/7/5,1538.389,1556.592,1535.714,1542.049
2013/7/8,1518.876,1528.965,1502.236,1506.727
2013/7/9,1505.91,1513.334,1497.505,1505.299
2013/7/10,1505.706,1547.315,1500.774,1546.743
2013/7/11,1555.283,1653.587,1555.283,1635.66
2013/7/12,1626.549,1634.345,1585.507,1587.589
2013/7/15,1599.035,1631.99,1582.83,1604.662
2013/7/16,1597.331,1606.742,1579.448,1606.341
2013/7/17,1602.484,1612.571,1581.739,1582.141
2013/7/18,1575.667,1583.305,1547.091,1549.348
2013/7/19,1551.295,1557.703,1508.275,1511.4
2013/7/22,1493.987,1515.154,1485.06,1514.052
2013/7/23,1520.582,1569.735,1514.211,1555.837
2013/7/24,1541.928,1550.853,1512.973,1532.353
2013/7/25,1537.73,1548.197,1522.228,1529.299
2013/7/26,1521.594,1529.103,1512.61,1521.612
2013/7/29,1505.679,1505.679,1478.196,1484.21
2013/7/30,1490.823,1524.426,1483.571,1500.938
2013/7/31,1518.827,1535.847,1499.548,1504.167
2013/8/1,1513.802,1541.159,1508.805,1537.81
2013/8/2,1550.887,1558.829,1533.941,1536.505
2013/8/5,1540.488,1554.287,1533,1554.188
2013/8/6,1547.61,1564.485,1533.243,1556.297
2013/8/7,1554.882,1575.692,1548.491,1551.155
2013/8/8,1548.412,1561.338,1538.612,1544.624
2013/8/9,1554.755,1562.253,1533.222,1553.044
2013/8/12,1560.163,1610.812,1557.563,1610.265
2013/8/13,1610.791,1621.888,1602.931,1619.743
2013/8/14,1622.209,1643,1605.283,1610.218
2013/8/15,1608.621,1624.335,1593.689,1595.152
2013/8/16,1590.915,1711.432,1573.72,1592.794
2013/8/19,1576.57,1617.335,1574.023,1608.865
2013/8/20,1603.394,1628.683,1588.223,1594.54
2013/8/21,1601.3,1602.945,1575.461,1588.081
2013/8/22,1582.332,1606.349,1578.312,1582.618
2013/8/23,1591.747,1595.944,1542.997,1566.293
2013/8/26,1573.224,1604.254,1566.015,1601.379
2013/8/27,1598.742,1609.064,1589.053,1602.002
2013/8/28,1591.348,1603.955,1577.492,1592.869
2013/8/29,1604.276,1607.02,1580.806,1588.153
2013/8/30,1586.522,1599.872,1575.77,1589.777
2013/9/2,1594.986,1601.144,1579.717,1591.934
2013/9/3,1596.467,1615.126,1591.212,1614.537
2013/9/4,1612.503,1620.151,1608.9,1613.537
2013/9/5,1615.527,1616.696,1606.31,1609.604
2013/9/6,1604.766,1630.295,1604.205,1625.854
2013/9/9,1643.176,1720.033,1643.176,1713.385
2013/9/10,1720.386,1738.35,1704.64,1737.581
2013/9/11,1745.501,1765.943,1736.185,1741.318
2013/9/12,1741.495,1798.962,1726.103,1772.664
2013/9/13,1764.032,1776.496,1742.976,1749.244
2013/9/16,1763.919,1765.47,1722.667,1738.248
2013/9/17,1744.385,1748.708,1697.11,1698.629
2013/9/18,1698.608,1710.475,1680.677,1700.587
2013/9/23,1707.898,1716.091,1694.936,1713.084
2013/9/24,1709.986,1710.108,1660.225,1673.558
2013/9/25,1671.538,1687.133,1658.021,1661.607
2013/9/26,1658.183,1658.183,1629.902,1632.695
2013/9/27,1630.686,1641.009,1624.875,1639.152
2013/9/30,1648.149,1653.237,1634.926,1643.055
2013/10/8,1637.975,1664.21,1622.593,1659.713
2013/10/9,1653.087,1673.041,1647.382,1668.476
2013/10/10,1670.786,1671.102,1635.274,1637.933
2013/10/11,1649.85,1672.017,1644.511,1669.268
2013/10/14,1670.728,1671.514,1656.734,1662.168
2013/10/15,1665.634,1666.97,1646.652,1656.259
2013/10/16,1652.585,1652.585,1626.261,1634.223
2013/10/17,1642.333,1647.239,1625.474,1627.177
2013/10/18,1630.552,1647.769,1628.094,1636.8
2013/10/21,1640.284,1659.566,1626.553,1657.583
2013/10/22,1656.638,1656.638,1636.192,1640.066
2013/10/23,1646.934,1669.999,1634.907,1638.499
2013/10/24,1633.931,1640.624,1618.614,1621.605
2013/10/25,1622.007,1635.84,1601.659,1611.519
2013/10/28,1614.678,1616.983,1600.804,1610.686
2013/10/29,1615.428,1655.928,1606.341,1633.721
2013/10/30,1634.279,1654.393,1624.532,1653.417
2013/10/31,1645.122,1645.122,1629.294,1631.047
2013/11/1,1633.029,1650.528,1628.122,1644.752
2013/11/4,1654.106,1659.757,1635.337,1638.512
2013/11/5,1629.793,1637.441,1611.238,1633.662
2013/11/6,1623.85,1630.831,1613.36,1614.214
2013/11/7,1615.505,1619.372,1601.599,1610.584
2013/11/8,1603.221,1613.41,1585.621,1587.44
2013/11/11,1587.587,1596.467,1579.378,1591.139
2013/11/12,1595.649,1611.542,1595.649,1610.777
2013/11/13,1598.998,1599.192,1568.165,1569.245
2013/11/14,1571.598,1574.58,1559.566,1572.729
2013/11/15,1573.912,1622.848,1573.68,1604.823
2013/11/18,1618.164,1676.868,1610.045,1675.159
2013/11/19,1674.716,1675.88,1656.44,1659.53
2013/11/20,1671.548,1676.463,1652.394,1663.759
2013/11/21,1654.446,1654.446,1626.077,1648.086
2013/11/22,1651.942,1655.647,1637.989,1642.496
2013/11/25,1633.841,1659.33,1628.907,1633.782
2013/11/26,1633.844,1641.378,1628.699,1630.94
2013/11/27,1630.481,1657.779,1627.893,1648.789
2013/11/28,1651.627,1680.819,1648.956,1664.625
2013/11/29,1668.947,1671.441,1656.726,1661.409
2013/12/2,1662.389,1695.632,1655,1678.867
2013/12/3,1672.197,1686.356,1663.616,1681.509
2013/12/4,1678.958,1709.575,1674.993,1699.176
2013/12/5,1700.528,1703.128,1689.393,1692.38
2013/12/6,1688.019,1692.086,1669.641,1675.255
2013/12/9,1681.206,1687.529,1666.342,1669.872
2013/12/10,1673.516,1679.451,1664.027,1670.553
2013/12/11,1662.091,1662.248,1632.732,1639.182
2013/12/12,1634.472,1641.973,1628.625,1631.914
2013/12/13,1617.307,1631.56,1614.966,1626.41
2013/12/16,1627.099,1631.088,1601.689,1602.455
2013/12/17,1604.711,1607.426,1593.429,1597.265
2013/12/18,1596.636,1606.638,1592.909,1598.678
2013/12/19,1605.645,1609.07,1578.916,1580.113
2013/12/20,1580.906,1583.411,1534.104,1537.413
2013/12/23,1541.366,1553.558,1528.653,1541.265
2013/12/24,1547.199,1557.231,1528.162,1539.599
2013/12/25,1542.043,1547.865,1533.64,1547.359
2013/12/26,1543.871,1543.871,1522.589,1524.883
2013/12/27,1528.346,1559.817,1524.191,1550.221
2013/12/30,1557.509,1560.111,1544.11,1547.919
2013/12/31,1541.582,1578.245,1539.878,1574.781
2014/1/2,1570.049,1570.049,1553.476,1561.099
2014/1/3,1553.446,1554.516,1529.152,1536.067
2014/1/6,1534.496,1534.496,1498.6,1512.93
2014/1/7,1500.978,1515.639,1497.775,1510.654
2014/1/8,1512.09,1527.887,1504.426,1515.333
2014/1/9,1511.976,1525.725,1500.572,1503.881
2014/1/10,1500.005,1506.781,1493.495,1498.268
2014/1/13,1500.858,1510.316,1489.23,1494.613
2014/1/14,1493.889,1505.457,1482.908,1499.285
2014/1/15,1496.828,1498.898,1480.176,1488.509
2014/1/16,1489.047,1504.43,1482.758,1493.094
2014/1/17,1487.802,1489.605,1470.865,1475.671
2014/1/20,1472.394,1476.885,1459.446,1464.842
2014/1/21,1467.15,1488.714,1467.15,1478.884
2014/1/22,1480.842,1514.787,1478.079,1514.121
2014/1/23,1511.793,1514.967,1496.662,1499.031
2014/1/24,1493.689,1514.107,1491.015,1502.065
2014/1/27,1491.825,1491.825,1475.5,1478.865
2014/1/28,1483.409,1492.427,1477.25,1487.803
2014/1/29,1493.213,1498.575,1488.696,1494.49
2014/1/30,1489.506,1489.721,1475.773,1477.345
2014/2/7,1467.362,1475.719,1458.492,1475.343
2014/2/10,1480.595,1507.356,1480.525,1505.834
2014/2/11,1505.66,1536.462,1500.845,1528.322
2014/2/12,1528.884,1537.889,1521.268,1527.001
2014/2/13,1525.525,1548.617,1519.382,1528.015
2014/2/14,1527.212,1536.355,1525.151,1534.239
2014/2/17,1545.182,1549.905,1529.19,1538.105
2014/2/18,1535.887,1535.887,1505.42,1508.541
2014/2/19,1507.494,1541.45,1504.951,1533.396
2014/2/20,1537.938,1556.424,1519.363,1520.138
2014/2/21,1517.916,1521.767,1496.086,1505.331
2014/2/24,1492.285,1492.285,1458.167,1468.06
2014/2/25,1469.257,1475.97,1437.01,1440.892
2014/2/26,1434.861,1447.168,1429.611,1444.198
2014/2/27,1449.141,1462.125,1437.642,1452.461
2014/2/28,1447.772,1467.1,1437.313,1464.321
2014/3/3,1459.857,1467.708,1452.135,1462.686
2014/3/4,1458.675,1468.46,1448.687,1464.284
2014/3/5,1466.011,1466.958,1445.666,1448.331
2014/3/6,1446.569,1466.033,1435.937,1459.508
2014/3/7,1456.086,1472.075,1451.712,1455.585
2014/3/10,1442.976,1442.989,1407.494,1408.873
2014/3/11,1406.066,1420.901,1403.31,1412.733
2014/3/12,1408.051,1429.299,1403.279,1418.698
2014/3/13,1425.844,1451.294,1421.686,1437.392
2014/3/14,1429.784,1438.672,1416.675,1426.395
2014/3/17,1435.267,1438.367,1421.416,1434.157
2014/3/18,1437.54,1438.931,1425.739,1427.63
2014/3/19,1422.342,1422.342,1406.552,1418.707
2014/3/20,1415.669,1432.511,1406.258,1406.915
2014/3/21,1402.813,1468.935,1402.182,1464.08
2014/3/24,1468.81,1486.85,1462.179,1477.532
2014/3/25,1473.182,1483.323,1464.538,1470.121
2014/3/26,1476.248,1480.14,1462.569,1467.08
2014/3/27,1464.172,1486.373,1450.453,1464.53
2014/3/28,1465.031,1483.586,1463.533,1472.047
2014/3/31,1473.151,1477.883,1457.834,1465.783
2014/4/1,1463.707,1481.006,1461.177,1473.142
2014/4/2,1475.938,1492.752,1473.827,1491.303
2014/4/3,1498.111,1504.539,1476.024,1477.488
2014/4/4,1471.487,1491.049,1469.696,1490.334
2014/4/8,1488.647,1543.411,1488.064,1534.747
2014/4/9,1535.214,1539.738,1525.096,1530.875
2014/4/10,1532.222,1587.622,1522.49,1570.397
2014/4/11,1568.242,1576.94,1557.511,1565.308
2014/4/14,1562.191,1568.525,1547.861,1557.7
2014/4/15,1550.426,1550.529,1520.996,1523.22
